date,Net Sales_QTR,Other Income_QTR,Total Income_QTR,Expenditure_QTR,Finance Costs_QTR,Purchases of stock-in-trade_QTR,"Changes in inventories of finished goods, work-in-progress and stock-in-trade_QTR",Employee benefit expense_QTR,Depreciation and amortisation expense_QTR,Other Expenses_QTR,Profit (+)/ Loss (-) from Ordinary Activities before Tax_QTR,Tax_QTR,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_QTR,Net Profit_QTR,Current tax_QTR,Deferred tax_QTR,Minority Interest_QTR,Share of Profit & Loss of Asso_QTR,Net Profit after Mino Inter & Share of P & L_QTR,Any Other_QTR,Income Attributable to Consolidated Group_QTR,EPS after Extraordinary items (in Rs)_QTR,Exceptional Item_QTR,Profit after Interest but before Exceptional Items_QTR,Net Profit Loss for the period from continuing operations_QTR,Profit (loss) from discontinuing operations before tax_QTR,Tax expense of discontinuing operations_QTR,Net profit (loss) from discontinuing operation after tax_QTR,Other Comprehensive Income Net of Taxes_QTR,Any Other Comprehensive Item_QTR,Total Comprehensive Income for the Period_QTR,Total Amount of items that will not be reclassified to profit and loss_QTR,Income tax relating to items that will not be reclassified to profit or loss_QTR,Total Amount of items that will be reclassified to profit and loss_QTR,Income tax relating to items that will be reclassified to profit or loss_QTR,Net movement in regulatory deferral account balances_QTR,Share of profit(loss) of associates and joint ventures_QTR,Basic EPS for continuing operation_QTR,Diluted EPS for continuing operation_QTR,Basic for discontinued & continuing operation_QTR,Diluted for discontinued & continuing operation_QTR,_QTR,basic_eps_QTR,diluted_eps_QTR,Depreciation and amortisation expenses_QTR,Basic for discontinued operation_QTR,Diluted for discontinued operation_QTR,Net Sales / Income from Operations_QTR,Other Operating Income_QTR,"Changes in inventories of finished goods, wip and Stock-in-trade_QTR",Equity Capital_QTR,Employee Benefit Expenses_QTR,"Profit or Loss, Attributable to Owners of Parent_QTR","Profit from Operations before Other Income, Interest and Exceptional Items_QTR",Profit before Interest and Exceptional Items_QTR,Financial Cost_QTR,"Total Profit or Loss, Attributable to Non-Controlling Interests_QTR",Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests_QTR,Basic & Diluted EPS after Extraordinary items_QTR,Interest_QTR,Prior Period Items_QTR,Tax Expense_QTR,Comprehensive Income for the Period Attributable to Owners of Parent_QTR,Extraordinary Items_QTR,EPS before Extraordinary items (in Rs)_QTR,Reserves_QTR,Net Exchange (Gain) / Loss_QTR,Cost of Investment In Sub_QTR,Face Value (in Rs)_QTR,Purchases of Stock in Trade_QTR,Interest income on income tax refund_QTR,Deferred Tax_QTR,Profit before extraordinary items and Tax_QTR,Revenue from Operations_QTR,Short provision for tax relating to prior years_QTR
2018-06-30,"6,883.20",78.50,"6,961.70","-6,185.40",-6.70,"-4,190.60",,"-1,320.50",,-638.60,794.90,-220.80,574.10,574.10,-252.20,31.40,0.00,0.00,574.10,0.00,574.10,,18.60,776.30,574.10,0.00,0.00,0.00,-57.50,0.00,516.60,0.00,0.00,0.00,0.00,0.00,0.00,,,5.55,5.55,Notes,5.55,5.55,-29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-01,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-02,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-03,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-04,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-05,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-06,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-07,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-08,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-09,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-10,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-11,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-12,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-13,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-14,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-15,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-16,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-17,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-18,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-19,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-20,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-21,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-22,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-23,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-24,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-25,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-26,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-27,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-28,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-29,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-30,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-31,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-01,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-02,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-03,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-04,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-05,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-06,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-07,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-08,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-09,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-10,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-11,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-12,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-13,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-14,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-15,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-16,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-17,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-18,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-19,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-20,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-21,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-23,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-24,"5,930.70",166.90,"6,097.60","-5,229.10",-9.50,"-3,062.60",,"-1,463.80",,-664.30,868.50,-246.70,621.80,621.80,-280.00,33.30,0.00,0.00,621.80,0.00,621.80,,0.00,868.50,621.80,0.00,0.00,0.00,-82.40,0.00,539.40,0.00,0.00,0.00,0.00,0.00,0.00,,,5.99,5.98,Notes,5.99,5.98,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
