date,Net Sales_QTR,Other Income_QTR,Total Income_QTR,Expenditure_QTR,Cost of Materials Consumed_QTR,Finance Costs_QTR,Other Expenses_QTR,Purchases of stock-in-trade_QTR,"Changes in inventories of finished goods, work-in-progress and stock-in-trade_QTR",Employee benefit expense_QTR,Depreciation and amortisation expense_QTR,Profit (+)/ Loss (-) from Ordinary Activities before Tax_QTR,Tax_QTR,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_QTR,Net Profit_QTR,Current tax_QTR,Deferred tax_QTR,Minority Interest_QTR,Share of Profit & Loss of Asso_QTR,Net Profit after Mino Inter & Share of P & L_QTR,Any Other_QTR,Income Attributable to Consolidated Group_QTR,EPS after Extraordinary items (in Rs)_QTR,Exceptional Item_QTR,Profit after Interest but before Exceptional Items_QTR,Net Profit Loss for the period from continuing operations_QTR,Profit (loss) from discontinuing operations before tax_QTR,Tax expense of discontinuing operations_QTR,Net profit (loss) from discontinuing operation after tax_QTR,Other Comprehensive Income Net of Taxes_QTR,Any Other Comprehensive Item_QTR,Total Comprehensive Income for the Period_QTR,Total Amount of items that will not be reclassified to profit and loss_QTR,Income tax relating to items that will not be reclassified to profit or loss_QTR,Total Amount of items that will be reclassified to profit and loss_QTR,Income tax relating to items that will be reclassified to profit or loss_QTR,Net movement in regulatory deferral account balances_QTR,Share of profit(loss) of associates and joint ventures_QTR,Basic EPS for continuing operation_QTR,Diluted EPS for continuing operation_QTR,Basic for discontinued & continuing operation_QTR,Diluted for discontinued & continuing operation_QTR,_QTR,basic_eps_QTR,diluted_eps_QTR,Othe Expenses_QTR,Net Sales/Revenue From Operations_QTR,MATcredit entitlement_QTR,Other Operating Income_QTR,"Changes in inventories of finished goods, wip and Stock-in-trade_QTR",Equity Capital_QTR,Employee Benefit Expenses_QTR,"Profit from Operations before Other Income, Interest and Exceptional Items_QTR",Profit before Interest and Exceptional Items_QTR,Provision for taxation - Current_QTR,Basic & Diluted EPS after Extraordinary items_QTR,Interest_QTR,Provision for Taxation - earlier years_QTR,Provision for Deferred Tax_QTR,Net Sales / Income from operations (Net of Excise Duty & VAT) _QTR,Face Value (in Rs)_QTR,Basic & Diluted EPS before Extraordinary items_QTR,MAT Credit entitlement_QTR,Purchases of Stock in Trade_QTR,Gross Sales / Income from operations_QTR,Revenue from Operations_QTR,Employee benefits expenses_QTR,Percentage of Public Shareholding_QTR,Number of Public Shareholding_QTR,% of the total share capital of the company_QTR,Financial Cost_QTR,Non-encumbered Number of Shares_QTR,% of the total of promoter & promoter group_QTR,Net Sales / Income from Operations_QTR,Net Sales/Income from Operations (Net of Excise Duty)_QTR,Provision for Taxation - MAT/ Current_QTR,Diluted EPS before Extraordinary items_QTR,Provision for Current Tax_QTR,Basic EPS before Extraordinary items_QTR,Cost of Material Consumed_QTR,Diluted EPS after Extraordinary items_QTR,Basic EPS after Extraordinary items_QTR,Deferred Tax_QTR,Depreciation & Amortization_QTR,Current Tax_QTR,Other Expenditure_QTR,Purchase of Stock in Trade_QTR,Purchase of Traded Goods_QTR,Depreciation_QTR,Employees Cost_QTR,Consumption of Raw Materials_QTR,(Increase) / Decrease In Stock In Trade & WIP_QTR,Fringe Benefit Tax_QTR,Other Operating Expenditure_QTR,Provision for Fringe Benefit Tax_QTR
2020-07-07,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-11,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-12,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-16,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-18,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-19,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-20,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-22,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-23,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-24,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-25,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-26,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-27,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-28,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-29,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-30,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-31,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-01,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-02,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-03,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-04,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-05,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-06,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-07,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-08,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-09,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-10,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-11,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-12,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-13,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-14,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-15,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-16,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-17,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-18,"11,726.40",0.40,"11,726.80","-9,955.20","-4,866.70",-221.50,"-2,467.40",-736.50,-177.80,-935.10,-550.20,"1,771.60",-336.60,"1,435.00","1,435.00",-301.10,-35.50,-32.60,0.00,"1,402.40",0.00,"1,402.40",,0.00,"1,771.60","1,435.00",0.00,0.00,0.00,183.80,0.00,"1,586.20",0.00,0.00,0.00,0.00,0.00,0.00,8.05,8.05,8.05,8.05,Notes,8.05,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
