date,Net Sales/Revenue From Operations_QTR,Revenue from Operations_QTR,Other Income_QTR,Total Income_QTR,Expenditure_QTR,Provisions and Loan Losses_QTR,Depreciation and amortisation expense_QTR,Employee benefit expense_QTR,Finance Costs_QTR,Other Expenses_QTR,Profit after Interest but before Exceptional Items_QTR,Profit (+)/ Loss (-) from Ordinary Activities before Tax_QTR,Tax_QTR,Current tax_QTR,Deferred tax_QTR,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_QTR,Net Profit_QTR,Basic for discontinued & continuing operation_QTR,Diluted for discontinued & continuing operation_QTR,_QTR,basic_eps_QTR,diluted_eps_QTR,Impairment on financial instruments_QTR,Other Expenditure_QTR,Net loss on fair value changes_QTR,Diluted EPS for continuing operation_QTR,Basic EPS for continuing operation_QTR,Business origination outsourcing_QTR,Minority Interest_QTR,Extraordinary Items_QTR,Net profit (loss) from discontinuing operation after tax_QTR,Provisions and loan losses_QTR,Income Attributable to Consolidated Group_QTR,Profit (loss) from discontinuing operations before tax_QTR,Profit before extraordinary items and Tax_QTR,Net Profit after Mino Inter & Share of P & L_QTR,Deferred Tax_QTR,Net Sales_QTR,Other operating expenses_QTR,Tax expense of discontinuing operations_QTR,Share of Profit & Loss of Asso_QTR,Net Profit Loss for the period from continuing operations_QTR,Any Other_QTR,Exceptional Item_QTR,EPS after Extraordinary items (in Rs)_QTR,Prior year_QTR,Income from Operations_QTR,Other Operating Expenditure_QTR,Comprehensive Income for the Period Attributable to Owners of Parent_QTR,Tax expenses (Including Deferred Tax)_QTR,Basic EPS before Extraordinary items_QTR,"Total Profit or Loss, Attributable to Non-Controlling Interests_QTR",Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests_QTR,EPS before Extraordinary items (in Rs)_QTR,"Profit from Operations before Other Income, Interest and Exceptional Items_QTR",Interest_QTR,Diluted EPS after Extraordinary items_QTR,Cost of Investment In Sub_QTR,Total Comprehensive Income for the Period_QTR,Depreciation & amortization expense_QTR,Diluted EPS before Extraordinary items_QTR,Face Value (in Rs)_QTR,Profit before Interest and Exceptional Items_QTR,Employee Benefit Expenses_QTR,Prior Period Items_QTR,Provisions & Loan Losses_QTR,Other Operating Income_QTR,"Profit or Loss, Attributable to Owners of Parent_QTR",Any Other Comprehensive Item_QTR,Business Origination Outsourcing_QTR,Basic EPS after Extraordinary items_QTR,Other Comprehensive Income Net of Taxes_QTR,Reserves_QTR,Equity Capital_QTR,Interest (Finance Charges)_QTR,Interest (Including Financial Charges)_QTR,Loan Provision and Write Offs_QTR,Tax Expenses (including deferred tax)_QTR,Finance Cost_QTR,"Provision, Loan Losses & Other Charges_QTR",Paid up Debt Capital_QTR,Debt Equity Ratio_QTR,Debt Service Coverage Ratio_QTR,Percentage of Public Shareholding_QTR,Disposed of during the quarter_QTR,Debt Earning Per Share (EPS)_QTR,Depreciation_QTR,Received during the quarter_QTR,Employees Cost_QTR,Debenture Redemption Reserve_QTR,Number of Public Shareholding_QTR,Investor Complaints_QTR,Remaining unresolved at the end of the quarter_QTR,Interest Service Coverage Ratio_QTR,Pending at the beginning of the quarter_QTR,Debt Face Value_QTR,Finance Charges_QTR,Branch Closure Costs / Losses_QTR,MTM Adjustment for Derivatives_QTR,Deferred Tax & Fringe Benefit Tax_QTR
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-02-12,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-02-13,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-02-14,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-02-15,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-02-16,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-02-17,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-02-18,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-02-19,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-02-20,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-02-21,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-02-22,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-02-23,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-02-24,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-02-25,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-02-26,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-02-27,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-02-28,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-01,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-02,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-03,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-04,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-05,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-06,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-07,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-08,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-09,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-10,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-11,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-12,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-13,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-14,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-15,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-16,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-17,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-18,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-19,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-20,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-21,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-22,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-23,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-24,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-25,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-26,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-27,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-28,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-29,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-30,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,850.80",,2.60,"18,853.40","-14,239.90",,-149.90,"-1,734.00","-9,864.10",,"4,613.50","4,613.50","-1,694.90","-2,194.10",499.20,"2,918.60","2,918.60",18.67,18.65,Notes,18.67,18.65,2019-03-31,-555.70,"-1,936.20",,18.65,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.70,"12,469.20","-9,277.50",,-99.40,"-1,177.30","-5,403.10",,"3,191.70","3,191.70","-1,121.80","-1,246.40",,"2,069.90","2,069.90",13.27,13.27,Notes,13.27,13.27,2017-04-01,,,,,,-525.10,4.40,0.00,0.00,-981.50,"2,074.30",0.00,"3,191.70","2,074.30",124.60,"12,468.50","-1,091.10",0.00,0.00,"2,069.90",0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.70,"12,469.20","-9,277.50",,-99.40,"-1,177.30","-5,403.10",,"3,191.70","3,191.70","-1,121.80","-1,246.40",,"2,069.90","2,069.90",13.27,13.27,Notes,13.27,13.27,2017-04-02,,,,,,-525.10,4.40,0.00,0.00,-981.50,"2,074.30",0.00,"3,191.70","2,074.30",124.60,"12,468.50","-1,091.10",0.00,0.00,"2,069.90",0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.70,"12,469.20","-9,277.50",,-99.40,"-1,177.30","-5,403.10",,"3,191.70","3,191.70","-1,121.80","-1,246.40",,"2,069.90","2,069.90",13.27,13.27,Notes,13.27,13.27,2017-04-03,,,,,,-525.10,4.40,0.00,0.00,-981.50,"2,074.30",0.00,"3,191.70","2,074.30",124.60,"12,468.50","-1,091.10",0.00,0.00,"2,069.90",0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.70,"12,469.20","-9,277.50",,-99.40,"-1,177.30","-5,403.10",,"3,191.70","3,191.70","-1,121.80","-1,246.40",,"2,069.90","2,069.90",13.27,13.27,Notes,13.27,13.27,2017-04-04,,,,,,-525.10,4.40,0.00,0.00,-981.50,"2,074.30",0.00,"3,191.70","2,074.30",124.60,"12,468.50","-1,091.10",0.00,0.00,"2,069.90",0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.70,"12,469.20","-9,277.50",,-99.40,"-1,177.30","-5,403.10",,"3,191.70","3,191.70","-1,121.80","-1,246.40",,"2,069.90","2,069.90",13.27,13.27,Notes,13.27,13.27,2017-04-05,,,,,,-525.10,4.40,0.00,0.00,-981.50,"2,074.30",0.00,"3,191.70","2,074.30",124.60,"12,468.50","-1,091.10",0.00,0.00,"2,069.90",0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.70,"12,469.20","-9,277.50",,-99.40,"-1,177.30","-5,403.10",,"3,191.70","3,191.70","-1,121.80","-1,246.40",,"2,069.90","2,069.90",13.27,13.27,Notes,13.27,13.27,2017-04-06,,,,,,-525.10,4.40,0.00,0.00,-981.50,"2,074.30",0.00,"3,191.70","2,074.30",124.60,"12,468.50","-1,091.10",0.00,0.00,"2,069.90",0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.70,"12,469.20","-9,277.50",,-99.40,"-1,177.30","-5,403.10",,"3,191.70","3,191.70","-1,121.80","-1,246.40",,"2,069.90","2,069.90",13.27,13.27,Notes,13.27,13.27,2017-04-07,,,,,,-525.10,4.40,0.00,0.00,-981.50,"2,074.30",0.00,"3,191.70","2,074.30",124.60,"12,468.50","-1,091.10",0.00,0.00,"2,069.90",0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.70,"12,469.20","-9,277.50",,-99.40,"-1,177.30","-5,403.10",,"3,191.70","3,191.70","-1,121.80","-1,246.40",,"2,069.90","2,069.90",13.27,13.27,Notes,13.27,13.27,2017-04-08,,,,,,-525.10,4.40,0.00,0.00,-981.50,"2,074.30",0.00,"3,191.70","2,074.30",124.60,"12,468.50","-1,091.10",0.00,0.00,"2,069.90",0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
