Net Sales,Other Income,Total Income,Expenditure,Cost of Materials Consumed,Finance Costs,Other Expenses,Employee benefit expense,Depreciation and amortisation expense,Profit (+)/ Loss (-) from Ordinary Activities before Tax,Tax,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax,Net Profit,Current tax,Deferred tax,Minority Interest,Share of Profit & Loss of Asso,Net Profit after Mino Inter & Share of P & L,Any Other,Income Attributable to Consolidated Group,EPS after Extraordinary items (in Rs),Exceptional Item,Profit after Interest but before Exceptional Items,Net Profit Loss for the period from continuing operations,Profit (loss) from discontinuing operations before tax,Tax expense of discontinuing operations,Net profit (loss) from discontinuing operation after tax,Other Comprehensive Income Net of Taxes,Any Other Comprehensive Item,Total Comprehensive Income for the Period,Total Amount of items that will not be reclassified to profit and loss,Income tax relating to items that will not be reclassified to profit or loss,Total Amount of items that will be reclassified to profit and loss,Income tax relating to items that will be reclassified to profit or loss,Net movement in regulatory deferral account balances,Share of profit(loss) of associates and joint ventures,Basic EPS for continuing operation,Diluted EPS for continuing operation,Basic for discontinued & continuing operation,Diluted for discontinued & continuing operation,,date,"Cost of Land, Plots, Constructed Properties and Others",Employee benefits expenses,Depreciation and amortisation expenses,Tax Expenses,Revenue from Operations,Diluted for discontinued operation,Basic for discontinued operation,"Cost of Land, Plots, Constructed Properties",Others,Reserves,"Profit or Loss, Attributable to Owners of Parent",Prior Period Items,Employee Benefit Expenses,Equity Capital,"Total Profit or Loss, Attributable to Non-Controlling Interests",Extraordinary Item,Prior Period Adjustments,Interest,Extraordinary Items,Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests,"Depreciation, Amortisation & Impairment",EPS before Extraordinary items (in Rs),"Profit from Operations before Other Income, Interest and Exceptional Items",Diluted EPS after Extraordinary items,Comprehensive Income for the Period Attributable to Owners of Parent,Cost of Investment In Sub,Basic EPS after Extraordinary items,Sales & Other Receipts,"Cost of Land, Development Rights, Constructed Properities & Others",Profit before Interest and Exceptional Items,Face Value (in Rs),Diluted EPS before Extraordinary items,Basic EPS before Extraordinary items,Pending at the beginning of the quarter,Cost of Revenues,Debt Equity Ratio,Other Expenditure,Percentage of Public Shareholding,Deferred Tax,Disposed of during the quarter,Debt Service Coverage Ratio,Debt Earning Per Share (EPS),Paid up Debt Capital,Received during the quarter,Depreciation,Provision for Tax including Fringe Benefit Tax,Debt Face Value,Debenture Redemption Reserve,Remaining unresolved at the end of the quarter,Number of Public Shareholding,Staff Cost,Investor Complaints,Cost of Land Plots & Constructed Properties,Interest Service Coverage Ratio
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-02-27,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-02-28,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-01,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-02,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-03,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-04,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-05,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-06,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-07,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-08,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-09,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-10,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-11,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-12,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-13,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-14,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-15,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-16,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-17,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-18,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-19,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-20,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-21,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-22,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-23,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-24,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-25,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-26,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-27,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-28,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-29,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-30,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83,660.90","6,633.20","90,294.10","-85,110.70",,"-20,618.70","-9,218.50",,,"6,456.60","-2,773.70","3,682.90","13,140.70",,,0.00,0.00,"13,140.70",0.00,"13,140.70",,"1,273.20","5,183.40","3,682.90",0.00,0.00,0.00,-32.40,0.00,"13,108.30",0.00,0.00,0.00,0.00,0.00,"9,457.80",7.38,6.00,,,Notes,2019-03-31,"-49,511.00","-3,516.20","-2,246.30","-2,773.70",,6.00,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,2017-04-01,,,"-5,335.30",,,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,2017-04-02,,,"-5,335.30",,,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,2017-04-03,,,"-5,335.30",,,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,2017-04-04,,,"-5,335.30",,,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,2017-04-05,,,"-5,335.30",,,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,2017-04-06,,,"-5,335.30",,,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,2017-04-07,,,"-5,335.30",,,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,2017-04-08,,,"-5,335.30",,,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,2017-04-09,,,"-5,335.30",,,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,2017-04-10,,,"-5,335.30",,,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,2017-04-11,,,"-5,335.30",,,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,2017-04-12,,,"-5,335.30",,,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67,067.90","9,569.20","76,637.10","-78,135.90","-31,153.40","-29,507.10",,"-3,435.90",,"86,154.60","-43,230.50","42,924.10","44,767.90",,,0.00,0.00,"44,767.90",0.00,"44,767.90",,"87,653.40","-1,498.80","42,924.10",0.00,0.00,0.00,120.80,0.00,"44,888.70",0.00,0.00,0.00,0.00,0.00,"1,843.80",,,25.02,23.62,Notes,2017-04-13,,,"-5,335.30",,,,,,"-8,704.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
